"column"	"row"	"left-p-value"	"p-value-log-sum"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"	"mean-group1"	"mean-group2"	"N"	"N-group1"	"N-group2"	"U1"	"U2"
No VS Yes	VPREB3	0.9267821805490083	1.1023608841970587	0.0732178194509917	0.1464356389019834	1	0.35337742940617195	0.35556708935959436	0.23351170568561883	0.10452868852459006	842	598	244	77605.5	68306.5
No VS Yes	VPS11	1.8775955446936887E-4	-3.726316403341707	0.9998122404455306	3.7551910893873774E-4	0.0021470125933907573	1	0.0024533353263368578	-0.058439065108514175	0.0573155737704918	843	599	244	61674.5	84481.5
No VS Yes	VPS13A	0.18564690129974581	-0.6421250485964419	0.8143530987002542	0.37129380259949163	0.6636713873306878	1	0.7326993817131359	-0.04856427378964942	-0.02352459016393447	843	599	244	70211.5	75944.5
No VS Yes	VPS13B	0.32346881510471037	-0.3204554026451384	0.6765311848952896	0.6469376302094207	1	1	1	8.93155258764668E-4	0.008155737704918023	843	599	244	71609.5	74546.5
No VS Yes	VPS13C	0.3106373024014496	-0.3461941733049775	0.6893626975985504	0.6212746048028992	0.9812209442000215	1	1	-0.13795492487479133	-0.09319672131147541	843	599	244	71494	74662
No VS Yes	VPS13D	0.10483935668683336	-0.9313766323490323	0.8951606433131667	0.20967871337366673	0.42522125223081275	1	0.47389342750834146	-0.06228714524207014	6.147540983607609E-5	843	599	244	69056	77100
No VS Yes	VPS16	4.786655379840354E-7	-6.319967630986996	0.999999521334462	9.573310759680709E-7	1.337965386488435E-5	1	1.522836482045385E-5	-0.0842070116861436	0.11141393442622952	843	599	244	57367	88789
No VS Yes	VPS18	0.0051721195161714695	-2.284079396156846	0.9948278804838285	0.010344239032342939	0.03554545678955347	1	0.04004265933929561	-0.0647328881469115	0.0427049180327869	843	599	244	64857	81299
No VS Yes	VPS24	0.06639539269692712	-1.1480250423790253	0.9336046073030728	0.13279078539385425	0.2940532312508768	1	0.32914217661726897	-0.040684474123539226	7.377049180327661E-4	843	599	244	68258.5	77897.5
No VS Yes	VPS25	0.05446796944104071	-1.239535060327654	0.9455320305589593	0.10893593888208142	0.24913441375983986	1	0.2799580812965283	0.021577629382303853	0.07219262295081968	843	599	244	67938.5	78217.5
No VS Yes	VPS26A	0.4858802729307524	-0.02453500154561844	0.5141197270692476	0.9717605458615048	1	1	1	0.02928213689482471	0.005594262295081976	843	599	244	72964.5	73191.5
No VS Yes	VPS26B	6.682179400518962E-5	-4.175052847468234	0.9999331782059948	1.3364358801037923E-4	8.969879423213102E-4	1	0.0010295861598818516	-0.04562604340567613	0.07293032786885244	843	599	244	60831.5	85324.5
No VS Yes	VPS28	0.8825248663734898	0.8757810033873551	0.11747513362651019	0.23495026725302037	1	0.5064080384826313	0.5174645045195413	0.06426544240400668	0.016823770491803315	843	599	244	76886	69270
No VS Yes	VPS29	0.9503461542485587	1.2819289308266184	0.04965384575144133	0.09930769150288266	1	0.2606379224309943	0.25976801408911937	0.02883973288814691	-0.02850409836065574	843	599	244	78362.5	67793.5
No VS Yes	VPS33A	0.9768362679468567	1.6250132431265794	0.023163732053143204	0.04632746410628641	1	0.14110833125467837	0.1390506313291793	0.019565943238731235	-0.040553278688524576	843	599	244	79466	66690
No VS Yes	VPS33B	0.994021676847517	2.2208164685486174	0.005978323152483089	0.011956646304966179	1	0.04639005745550187	0.04526111494636742	0.04008347245409016	-0.049569672131147546	843	599	244	81136.5	65019.5
No VS Yes	VPS35	0.999821702769595	3.748777962514919	1.782972304049668E-4	3.565944608099336E-4	1	0.002540673191581824	0.0023500405329637828	0.08398163606010012	-0.04077868852459016	843	599	244	84525	61631
No VS Yes	VPS36	0.12173880579786006	-0.8581946567527496	0.8782611942021399	0.24347761159572012	0.47907911273522485	1	0.5325043781781678	-0.035500834724540874	0.0013319672131147584	843	599	244	69338.5	76817.5
No VS Yes	VPS37A	0.5142440773046384	0.024751193958914286	0.48575592269536166	0.9715118453907233	1	1	1	0.028739565943238732	0.0165573770491803	843	599	244	73192.5	72963.5
No VS Yes	VPS37B	0.6542177716863664	0.2769196687818577	0.3457822283136336	0.6915644566272672	1	1	1	0.04953255425709517	0.0219262295081968	843	599	244	74350	71806
No VS Yes	VPS37C	0.0024648287202955754	-2.607141471306679	0.9975351712797045	0.004929657440591151	0.018924572280882797	1	0.02154227528778166	-0.05536727879799667	0.06063524590163934	843	599	244	64063.5	82092.5
No VS Yes	VPS37D	0.08064755865803558	-1.0568908086049287	0.9193524413419645	0.16129511731607116	0.342865700558062	1	0.3834240090468481	-0.16632721202003337	-0.028668032786885216	843	599	244	68587	77569
No VS Yes	VPS39	0.003638738016706722	-2.4374660458385637	0.9963612619832933	0.007277476033413444	0.02634917006625191	1	0.02981965194708742	-0.10622704507512522	0.008852459016393449	843	599	244	64473	81683
No VS Yes	VPS41	0.5347338689121348	0.060436252921412914	0.4652661310878652	0.9305322621757304	1	1	1	-0.013731218697829712	-0.02651639344262293	843	599	244	73357.5	72798.5
No VS Yes	VPS45	0.14372677942989776	-0.7750746677393976	0.8562732205701022	0.2874535588597955	0.5441695623268351	1	0.604046732895334	-0.0023956594323872975	0.01698770491803282	843	599	244	69667.5	76488.5
No VS Yes	VPS4A	0.9999999991984938	9.096093086258989	8.015062502586545E-10	1.603012500517309E-9	1	8.166146430760301E-8	7.373495648542033E-8	0.11628547579298831	-0.09444672131147541	843	599	244	92423	53733
No VS Yes	VPS4B	0.2551860413606636	-0.4651908923557896	0.7448139586393364	0.5103720827213272	0.8491061340310649	1	0.9310520975481185	-0.03583472454090151	-0.02411885245901637	843	599	244	70967.5	75188.5
No VS Yes	VPS52	0.01368490134683703	-1.8577740104473204	0.986315098653163	0.02736980269367406	0.07999346951936263	1	0.09005562239447704	-0.032879799666110175	0.03461065573770493	843	599	244	66004.5	80151.5
No VS Yes	VPS53	0.6451462536567604	0.2596087850609373	0.35485374634323963	0.7097074926864793	1	1	1	0.008856427378964887	-0.015778688524590172	843	599	244	74271.5	71884.5
No VS Yes	VPS54	0.9999706155343903	4.53186944132303	2.938446560973862E-5	5.876893121947724E-5	1	5.632805792376706E-4	5.098060925752608E-4	0.05717863105175292	-0.12165983606557379	843	599	244	85959.5	60196.5
No VS Yes	VPS72	0.9976917887383305	2.635720842276183	0.002308211261669413	0.004616422523338826	1	0.021447524340646434	0.02040538866769528	0.0925626043405676	-0.05963114754098363	843	599	244	82160	63996
No VS Yes	VPS8	0.0740294471874402	-1.0971926694021243	0.9259705528125598	0.1480588943748804	0.3204116493921982	1	0.35869647969051693	-0.02838063439065108	0.021782786885245896	843	599	244	68440.5	77715.5
No VS Yes	VRK1	0.9995679031593501	3.364231211267322	4.32096840649987E-4	8.64193681299974E-4	1	0.005359000195937179	0.004980111607423521	0.11031719532554257	-0.03983606557377048	843	599	244	83759	62397
No VS Yes	VRK2	0.864756544373394	0.8057775984257051	0.13524345562660595	0.2704869112532119	1	0.5641465497038586	0.577687012955319	0.15892320534223703	0.1512448132780083	840	599	241	75684.5	68674.5
No VS Yes	VRK3	1.9594330351568878E-4	-3.707784468782719	0.9998040566964843	3.9188660703137757E-4	0.0022231273361576786	1	0.0025423347314480677	-0.04021702838063439	0.07540983606557378	843	599	244	61710.5	84445.5
No VS Yes	VRTN	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	VSIG1	0.9674818273270844	1.4735166833553173	0.032518172672915624	0.06503634534583125	1	0.1862869846938436	0.18370468659717265	0.28546822742474903	0.07940573770491809	842	598	244	78863	67049
No VS Yes	VSIG10	0.9998242334819621	3.7549875094908525	1.7576651803785648E-4	3.5153303607571296E-4	1	0.002509876901231536	0.002323447510903277	0.03113522537562604	-0.18606557377049182	843	599	244	84537	61619
No VS Yes	VSIG10L	0.9999888281211347	4.951868930007114	1.1171878865401386E-5	2.234375773080277E-5	1	2.48254499062469E-4	2.2406434610264177E-4	0.24713689482470783	-0.22081967213114753	843	599	244	86672.5	59483.5
No VS Yes	VSIG2	0.002354951538877381	-2.626994076919527	0.9976450484611226	0.004709903077754762	0.018190616947575587	1	0.020728659830541857	0.06525083612040135	0.4670491803278689	842	598	244	63907.5	82004.5
No VS Yes	VSIG4	0.6685932014606788	0.30480054281779545	0.3314067985393212	0.6628135970786424	1	1	1	-0.033439065108514236	-0.0677049180327869	843	599	244	74476	71680
No VS Yes	VSIG8	0.4596207414384795	-0.07029905210395981	0.5403792585615206	0.919241482876959	1	1	1	0.050034129692832885	0.03078838174273861	827	586	241	70296.5	70929.5
No VS Yes	VSNL1	0.3730050006453082	-0.2255494229336896	0.6269949993546917	0.7460100012906165	1	1	1	0.07368948247078472	0.04268442622950827	843	599	244	72039.5	74116.5
No VS Yes	VSTM1	0.5	0	0.5	1	1	1	1	0	0	832	591	241	71215.5	71215.5
No VS Yes	VSTM2A	0.5	0	0.5	1	1	1	1	0	0	834	594	240	71280	71280
No VS Yes	VSTM2B	0.5	0	0.5	1	1	1	1	0	0	820	576	244	70272	70272
No VS Yes	VSTM2L	0.34894435153018344	-0.27086193847407175	0.6510556484698166	0.6978887030603669	1	1	1	0.06953098827470693	0.17237704918032792	841	597	244	71593	74075
No VS Yes	VSTM4	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	VSX1	0.5	0	0.5	1	1	1	1	0	0	839	595	244	72590	72590
No VS Yes	VTA1	0.5559329024112665	0.0975737821049279	0.44406709758873353	0.8881341951774671	1	1	1	0.03537562604340567	0.026229508196721287	843	599	244	73529	72627
No VS Yes	VTCN1	0.020353031674953725	-1.6824404903423975	0.9796469683250463	0.04070606334990745	0.11077289701937287	1	0.12503277854704012	-0.607838063439065	-0.17368852459016382	843	599	244	66516.5	79639.5
No VS Yes	VTI1A	1.0926117046339279E-5	-4.961529406226275	0.9999890738829537	2.1852234092678557E-5	1.906177115181982E-4	1	2.196758629040508E-4	-0.05999999999999999	0.05807377049180327	843	599	244	59467.5	86688.5
No VS Yes	VTI1B	1.8723720129898425E-8	-7.7276078509184964	0.9999999812762799	3.744744025979685E-8	8.811391341499773E-7	1	9.935761590805735E-7	-0.036510117696160305	0.13309493852459015	843	599	244	55436	90720
No VS Yes	VTN	0.8545547645926195	0.7690404010334074	0.14544523540738052	0.29089047081476105	1	0.5927475123792385	0.6095090101586	0.37202360876897156	0.19896694214876035	835	593	242	75092.5	68413.5
No VS Yes	VTRNA1-1	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	VTRNA1-2	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	VTRNA1-3	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	VWA1	0.06763046792859467	-1.1394456809485594	0.9323695320714054	0.13526093585718935	0.29842053810761665	1	0.3340863139347815	-0.07663606010016695	0.05251037344398338	840	599	241	67428.5	76930.5
No VS Yes	VWA2	4.030109579389318E-14	-13.394683145154874	0.9999999999999597	8.060219158778636E-14	2.8317773413522806E-11	1	3.284861715968645E-11	-0.7753913043478261	0.4149375	815	575	240	46119	91881
No VS Yes	VWA3A	0.5	0	0.5	1	1	1	1	0	0	828	588	240	70560	70560
No VS Yes	VWA3B	0.13000746275768194	-0.8255472446499106	0.8699925372423181	0.26001492551536387	0.504122182419274	1	0.5600765472755359	0.10103827470686767	0.1968850532786886	841	597	244	69233	76435
No VS Yes	VWA5A	4.7412690418191517E-7	-6.324105194167411	0.9999995258730958	9.482538083638303E-7	1.3289248867283199E-5	1	1.5107558915582306E-5	-0.21768781302170284	0.20159836065573772	843	599	244	57361	88795
No VS Yes	VWA5B1	0.6520081707741615	0.2726839912922288	0.3479918292258385	0.695983658451677	1	1	1	0.02393988313856424	-3.292345679012395E-4	842	599	243	74028	71529
No VS Yes	VWA5B2	0.4137885435887999	-0.1512758393176102	0.5862114564112001	0.8275770871775998	1	1	1	0.19066889632106995	0.13084362139917696	841	598	243	71961.5	73352.5
No VS Yes	VWA7	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	VWA8	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	VWC2	-	-	-	-	-	-	-	-	-	1	1	0	-	-
No VS Yes	VWC2L	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	VWCE	0.41415341350072266	-0.15062265858473928	0.5858465864992773	0.8283068270014453	1	1	1	0.11065108514190307	0.08578189300411518	842	599	243	72085	73472
No VS Yes	VWDE	0.5	0	0.5	1	1	1	1	0	0	836	595	241	71697.5	71697.5
No VS Yes	VWF	0.012866458016011273	-1.8849169019131615	0.9871335419839887	0.025732916032022546	0.07606028865455808	1	0.08567967810204631	-0.021585976627712822	0.1506147540983607	843	599	244	65927.5	80228.5
No VS Yes	WAC	0.9975589645744751	2.611364493608509	0.0024410354255248734	0.004882070851049747	1	0.022405846336000155	0.021366399856494994	0.051485809682804674	-0.05520491803278687	843	599	244	82102.5	64053.5
No VS Yes	WAPAL	8.033675178794608E-4	-3.094736693539455	0.9991966324821205	0.0016067350357589216	0.007337615379574079	1	0.008394984570169113	-0.057904841402337176	0.030020491803278714	843	599	244	62963.5	83192.5
No VS Yes	WARS	0.9920379661101841	2.095504271485058	0.007962033889815812	0.015924067779631623	1	0.05874089955567588	0.057370001616964914	0.24828881469115197	0.0380532786885246	843	599	244	80807	65349
No VS Yes	WARS2	0.04286220124410678	-1.3488999964487913	0.9571377987558932	0.08572440248821356	0.20444828528819378	1	0.23032781507150943	-0.01803839732888148	0.019877049180327868	843	599	244	67568.5	78587.5
No VS Yes	WAS	0.8324172332247834	0.6961117063664133	0.1675827667752166	0.3351655335504332	1	0.6572043954154327	0.678151929019678	0.03337228714524196	-0.07262295081967218	843	599	244	76168	69988
No VS Yes	WASF1	0.9966633607952087	2.4752392447218505	0.0033366392047912696	0.006673278409582539	1	0.028700167613352347	0.027677873835144192	-0.0651836393989982	-0.33399590163934423	843	599	244	81775.5	64380.5
No VS Yes	WASF2	0.6496060109498513	0.2680933875645064	0.35039398905014874	0.7007879781002975	1	1	1	-0.03210350584307179	-0.055696721311475406	843	599	244	74310	71846
No VS Yes	WASF3	0.9999407983371387	4.227640382889311	5.9201662861274595E-5	1.1840332572254919E-4	1	0.0010163035249571967	9.258267721597793E-4	0.02485785953177256	-0.3406846473029046	839	598	241	84285.5	59832.5
No VS Yes	WASH2P	0.5923564237991066	0.16230249957686385	0.40764357620089336	0.8152871524017867	1	1	1	-0.02796327212020039	-0.016168032786885275	843	599	244	73827	72329
No VS Yes	WASH3P	0.8246404970179761	0.6723353527301923	0.17535950298202385	0.3507190059640477	1	0.6786895711803799	0.7024377024306467	9.181969949916134E-4	-0.02383196721311476	843	599	244	76070	70086
No VS Yes	WASH5P	0.6086172315201681	0.19174254325416354	0.39138276847983194	0.7827655369596639	1	1	1	-0.01898998330550919	-0.016803278688524593	843	599	244	73962	72194
No VS Yes	WASH6P	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	WASH7P	0.5985197586046457	0.17341431550151762	0.4014802413953543	0.8029604827907086	1	1	1	0.017888146911519243	0.00717213114754103	843	599	244	73878	72278
No VS Yes	WASL	0.23932552714270933	-0.5022098180294504	0.7606744728572907	0.47865105428541865	0.8083434885773226	1	0.887243930971889	-0.03282136894824706	-0.011946721311475403	843	599	244	70806.5	75349.5
No VS Yes	WBP1	0.0011416808533499245	-2.941959173307078	0.99885831914665	0.002283361706699849	0.009866001165696104	1	0.011287739324944887	-0.060601001669449116	0.07547131147540984	843	599	244	63297	82859
No VS Yes	WBP11	0.9988398023372999	2.934963853822325	0.0011601976627001465	0.002320395325400293	1	0.012148688475252254	0.011434751038858952	0.10372287145242072	-0.0617827868852459	843	599	244	82843.5	63312.5
No VS Yes	WBP11P1	0.999394758264249	3.217808199179277	6.052417357510498E-4	0.0012104834715020996	1	0.007059536834229617	0.006609330573097074	0.09390651085141904	-0.09288934426229506	843	599	244	83454.5	62701.5
No VS Yes	WBP1L	0.5	0	0.5	1	1	1	1	0	0	843	599	244	73078	73078
No VS Yes	WBP2	0.999999906253976	7.0280471014856	9.374602411016397E-8	1.8749204822032794E-7	1	4.273518418999578E-6	3.863018671977373E-6	0.07107679465776295	-0.15258196721311476	843	599	244	89786.5	56369.5
No VS Yes	WBP2NL	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	WBP4	0.364125450879222	-0.242120407292316	0.635874549120778	0.728250901758444	1	1	1	-0.012654424040066751	-0.017581967213114735	843	599	244	71964	74192
No VS Yes	WBP5	0.7345395598268686	0.44201538021073433	0.2654604401731314	0.5309208803462628	1	0.9105011596377545	0.9570572168096071	-0.11602671118530886	-0.14516393442622952	843	599	244	75087	71069
No VS Yes	WBSCR16	0.6342920024353917	0.23915477766081952	0.36570799756460826	0.7314159951292165	1	1	1	0.0019782971619365626	-0.004897540983606557	843	599	244	74178.5	71977.5
No VS Yes	WBSCR17	0.4993778559249975	-0.001080775512661114	0.5006221440750025	0.998755711849995	1	1	1	0.33274624373956596	0.2406147540983607	843	599	244	73073	73083
No VS Yes	WBSCR22	0.9941109448973933	2.227389237353047	0.005889055102606677	0.011778110205213355	1	0.04585451884822937	0.04468489138924456	0.07798831385642736	-0.02723360655737706	843	599	244	81153.5	65002.5
No VS Yes	WBSCR26	0.9580436911253155	1.3585880413748408	0.04195630887468449	0.08391261774936898	1	0.22914599462327684	0.22665527729041512	0.17439899833055092	0.01137860082304537	842	599	243	78305.5	67251.5
No VS Yes	WBSCR27	0.37750873434105453	-0.21720625784622855	0.6224912656589454	0.7550174686821091	1	1	1	0.015869565217391173	0.01653688524590154	842	598	244	71957	73955
No VS Yes	WBSCR28	0.9122584227110512	1.0169124445686053	0.08774157728894882	0.17548315457789765	1	0.4058819796633167	0.4106362242574437	0.06971428571428577	-0.0241769547325103	838	595	243	76600	67985
No VS Yes	WDFY1	0.01269157837069601	-1.8909372056230707	0.987308421629304	0.02538315674139202	0.07531051032605492	1	0.0847505464393487	-0.06771285475792985	-0.009692622950819662	843	599	244	65910.5	80245.5
No VS Yes	WDFY2	0.00504569874504418	-2.2948818165692395	0.9949543012549558	0.01009139749008836	0.03480575603512703	1	0.0392203712865784	-0.02732053422370617	0.05526639344262296	843	599	244	64829.5	81326.5
No VS Yes	WDFY3	0.3060267590080067	-0.3555833218666189	0.6939732409919933	0.6120535180160134	0.9704181867890059	1	1	-0.045550918196994986	-0.018565573770491808	843	599	244	71452	74704
No VS Yes	WDFY4	0.5688372577950378	0.1203468087598226	0.43116274220496226	0.8623254844099245	1	1	1	-0.08517529215358928	-0.11704918032786883	843	599	244	73634	72522
No VS Yes	WDHD1	0.9988724683806258	2.947381313323711	0.0011275316193742335	0.002255063238748467	1	0.01187989235159708	0.011183115993180217	0.052228714524207034	-0.12762295081967215	843	599	244	82871	63285
No VS Yes	WDPCP	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	WDR1	0.042296728165753916	-1.3549241969934476	0.9577032718342461	0.08459345633150783	0.20231934972618956	1	0.22813140016769917	-0.005876460767946601	0.03887295081967214	843	599	244	67548.5	78607.5
